Sample	Gender	Pop
SC_GMWOF5428817	male	AFR
HGDP00096	male	
HGDP00760	female	
SC_GMMAN5482292	female	AFR
HGDP00130	male	
HGDP00765	female	
SC_GMMAN5482300	male	AFR
HGDP00135	male	
HGDP00804	male	
SC_GMMAN5482324	male	AFR
HGDP00104	male	
HGDP00811	female	
SC_GMMAN5482348	male	AFR
HGDP00109	male	
HGDP00854	female	
SC_GMMAN5482285	female	AFR
HGDP00060	male	
HGDP00859	female	
SC_GMMAN5482191	male	AFR
HGDP00402	male	
HGDP00861	female	
SC_GMMAN5482223	female	AFR
HGDP00407	male	
HGDP00727	male	
SC_GMMAN5482247	female	AFR
HGDP00433	male	
HGDP00734	male	
SC_GMMAN5482184	male	AFR
HGDP00438	male	
HGDP00974	female	
SC_GMMAN5482228	male	AFR
HGDP00445	male	
HGDP00981	male	
SC_GMMAN5482165	female	AFR
HGDP00452	male	
HGDP00986	male	
SC_GMMAN5482189	female	AFR
HGDP00243	male	
HGDP00993	male	
SC_GMMAN5482211	male	AFR
HGDP00248	male	
HGDP00943	male	
SC_GMMAN5482235	female	AFR
HGDP00262	male	
HGDP00948	male	
SC_GMMAN5482172	female	AFR
HGDP00274	female	
HGDP00950	male	
SC_GMMAN5482216	male	AFR
HGDP00279	male	
HGDP00873	female	
SC_GMMAN5482177	female	AFR
HGDP00281	male	
HGDP00880	male	
SC_GMMAN5482209	male	AFR
HGDP00173	male	
HGDP00885	female	
SC_GMWOF5428906	male	AFR
HGDP00185	male	
HGDP00905	male	
SC_GMMAN5482242	female	AFR
HGDP00192	female	
HGDP00912	male	
NA18594	female	EAS
HGDP00197	male	
HGDP00917	female	
HGDP00007	male	
HGDP00205	male	
HGDP01009	male	
SC_GMMAN5482266	female	AFR
HGDP00464	male	
HGDP01023	female	
HGDP00108	male	
HGDP00469	male	
HGDP00892	male	
HGDP00110	male	
HGDP00471	female	
HGDP00897	male	
HGDP00115	male	
HGDP00351	male	
HGDP00900	male	
HGDP00122	male	
HGDP00356	female	
HGDP00955	female	
HGDP00127	male	
HGDP00382	male	
HGDP00962	male	
HGDP00247	female	
HGDP00490	male	
HGDP00967	female	
HGDP00254	male	
HGDP00515	male	
HGDP00924	female	
HGDP00259	male	
HGDP00154	female	
HGDP00929	male	
HGDP00285	male	
HGDP00161	male	
HGDP00931	male	
HGDP00134	male	
HGDP00298	female	
HGDP01059	male	
HGDP00139	male	
HGDP00313	male	
HGDP01268	male	
HGDP00141	male	
HGDP00224	male	
HGDP01270	female	
HGDP00146	male	
HGDP00539	female	
HGDP01275	female	
HGDP00076	male	
HGDP00541	male	
HGDP01282	male	
HGDP00088	male	
HGDP00546	male	
HGDP01287	female	
HGDP00103	male	
HGDP00553	male	
HGDP01232	female	
HGDP00153	female	
HGDP00642	male	
HGDP01237	male	
HGDP00158	male	
HGDP00647	female	
HGDP01244	male	
HGDP00165	male	
HGDP00654	male	
HGDP01249	male	
HGDP00052	male	
HGDP00661	female	
HGDP01251	female	
HGDP00057	male	
HGDP00591	female	
HGDP01155	male	
HGDP00064	male	
HGDP00604	male	
HGDP01162	male	
HGDP00177	male	
HGDP00609	male	
HGDP01167	male	
HGDP00189	male	
HGDP00558	female	
HGDP01174	male	
HGDP00191	male	
HGDP00560	female	
HGDP01201	female	
HGDP00021	male	
HGDP00565	female	
HGDP01206	male	
HGDP00033	male	
HGDP00572	female	
HGDP01213	male	
HGDP00045	male	
HGDP00628	male	
HGDP01092	male	
HGDP00228	male	
HGDP00630	male	
HGDP01097	male	
HGDP00230	male	
HGDP00635	female	
HGDP01100	male	
HGDP00545	male	
HGDP00522	male	
HGDP01218	male	
HGDP00557	female	
HGDP00527	female	
HGDP01220	male	
HGDP00538	male	
HGDP00534	female	
HGDP01225	male	
HGDP00540	male	
HGDP00611	male	
HGDP01181	male	
HGDP00463	male	
HGDP00623	male	
HGDP01186	male	
HGDP00468	male	
HGDP00577	female	
HGDP01193	male	
HGDP00470	male	
HGDP00584	female	
HGDP01256	male	
HGDP00475	male	
HGDP00666	male	
HGDP01263	male	
HGDP00576	male	
HGDP00673	female	
HGDP01066	male	
HGDP00583	female	
HGDP00832	female	
HGDP01073	male	
HGDP00588	male	
HGDP00837	male	
HGDP01408	male	
HGDP00590	female	
HGDP00849	male	
HGDP01415	male	
HGDP00595	male	
HGDP00856	male	
HGDP01333	male	
HGDP00608	male	
HGDP00863	female	
HGDP00195	female	
HGDP00610	male	
HGDP00697	female	
NA21490	male	
HGDP00615	female	
HGDP00700	female	
HGDP01078	female	
HGDP00622	male	
HGDP00712	female	
HGDP01035	male	
HGDP00627	male	
HGDP00678	male	
HGDP01294	male	
HGDP00564	female	
HGDP00680	female	
HGDP01299	male	
HGDP00571	female	
HGDP00685	female	
HGDP01302	male	
HGDP00514	female	
HGDP00692	female	
HGDP01383	male	
HGDP00519	male	
HGDP00736	female	
HGDP01388	female	
HGDP00444	female	
HGDP00748	male	
HGDP01403	male	
HGDP00684	female	
HGDP00750	male	
HGDP01369	female	
HGDP00689	female	
HGDP00724	male	
HGDP01371	male	
HGDP00691	female	
HGDP00729	male	
HGDP01376	male	
HGDP00696	female	
HGDP00731	male	
HGDP01319	male	
HGDP00704	female	
HGDP00774	male	
HGDP01321	male	
HGDP00711	male	
HGDP00779	male	
HGDP01326	male	
HGDP00716	male	
HGDP00781	female	
HGDP01352	male	
HGDP00723	male	
HGDP00786	male	
HGDP01357	male	
HGDP00730	male	
HGDP00755	male	
HGDP01340	male	
HGDP00735	female	
HGDP00762	male	
Bu5	male	
HGDP00672	female	
HGDP00767	male	
Kor82	female	
HGDP00677	male	
HGDP00813	female	
CHI-034	female	
HGDP00634	female	
HGDP00818	female	
NA17386	male	
HGDP00639	male	
HGDP00820	female	
HGDP01028	male	
HGDP00641	male	
HGDP00806	female	
HGDP00208	male	
HGDP00759	male	
HGDP00969	male	
HGDP01338	male	
HGDP00761	female	
HGDP00971	male	
SAH41	male	
HGDP00766	male	
HGDP00976	female	
HGDP00796	female	
HGDP00646	female	
HGDP00983	male	
HGDP01047	male	
HGDP00653	female	
HGDP00938	female	
iran17	male	
HGDP00747	male	
HGDP00940	male	
SA0722	female	
HGDP00754	female	
HGDP00945	male	
Nlk3	female	
HGDP00780	male	
HGDP00952	male	
mg27	male	
HGDP00797	female	
HGDP00899	female	
ALB212	female	
HGDP00800	female	
HGDP00902	female	
lez49	male	
HGDP00805	female	
HGDP00907	male	
abh100	male	
HGDP00812	female	
HGDP00914	female	
AV-21	female	
HGDP00918	female	
HGDP00868	female	
HGDP00936	male	
HGDP00920	female	
HGDP00870	female	
IraqiJew1771	female	
HGDP00925	female	
HGDP00875	female	
Nesk_25	female	
HGDP00937	male	
HGDP00882	male	
HGDP01364	male	
HGDP00886	male	
HGDP00995	female	
HGDP00157	female	
HGDP00893	male	
HGDP01001	female	
zapo0099	male	
HGDP00898	female	
HGDP01006	female	
mixa0105	female	
HGDP00901	female	
HGDP01013	male	
HGDP01345	female	
HGDP00963	female	
HGDP00919	male	
HGDP00722	male	
HGDP00968	male	
HGDP00926	female	
HGDP01314	female	
HGDP00970	female	
HGDP00933	female	
HGDP00328	male	
HGDP00944	male	
HGDP01037	male	
NA15203	female	
HGDP00949	male	
HGDP01051	female	
HGDP00474	male	
HGDP00843	male	
HGDP01056	female	
DNK05	male	
HGDP00862	female	
HGDP00957	female	
ch113	male	
HGDP00906	male	
HGDP00964	male	
NA11201	female	
HGDP00913	male	
HGDP00894	male	
Jordan445	male	
HGDP00879	male	
HGDP01075	male	
SA0342	female	
HGDP00881	female	
HGDP01087	male	
HGDP01030	male	
HGDP00817	female	
HGDP01094	male	
NA17374	male	
HGDP00994	male	
HGDP01099	male	
Bishkek28439	female	
HGDP00999	female	
HGDP01102	male	
HGDP01198	female	
HGDP01024	female	
HGDP01152	male	
Kayseri23827	male	
HGDP01029	male	
HGDP01157	female	
HGDP01179	male	
HGDP01031	male	
HGDP01164	male	
HGDP01043	male	
HGDP01169	female	
HGDP01050	male	
HGDP01171	female	
HGDP01055	male	
HGDP01183	male	
HGDP01081	male	
HGDP01190	male	
HGDP01086	male	
HGDP01258	male	
HGDP01101	male	
HGDP01260	male	
HGDP01202	male	
HGDP01265	male	
HGDP01207	male	
HGDP01063	male	
HGDP01214	male	
HGDP01068	female	
HGDP01149	male	
HGDP01070	female	
HGDP01151	male	
HGDP01234	female	
HGDP01156	female	
HGDP01239	female	
HGDP01219	female	
HGDP01241	male	
HGDP01221	male	
HGDP01222	female	
HGDP01226	male	
HGDP01227	male	
HGDP01062	female	
HGDP01195	male	
HGDP01067	male	
HGDP01208	male	
HGDP01074	female	
HGDP01272	male	
HGDP01182	male	
HGDP01277	female	
HGDP01187	male	
Ayodo_81S	female	
HGDP01194	male	
NA21581	male	
HGDP00975	female	
Jordan214	male	
HGDP01269	male	
HGDP00887	male	
HGDP01271	male	
Sir26	male	
HGDP01276	female	
HGDP01400	female	
HGDP01283	male	
HGDP01405	male	
HGDP01288	male	
HGDP01412	male	
HGDP01290	male	
HGDP01347	male	
HGDP01295	male	
HGDP01354	female	
HGDP01303	male	
HGDP01359	male	
HGDP01334	female	
HGDP01361	male	
HGDP01339	male	
HGDP01304	male	
HGDP01341	male	
HGDP01309	male	
HGDP01346	female	
HGDP01311	male	
HGDP01353	male	
HGDP01316	female	
HGDP01358	male	
HGDP01380	female	
HGDP01360	male	
HGDP01385	male	
HGDP01233	male	
HGDP01397	male	
HGDP01238	female	
HGDP01289	male	
HGDP01245	male	
HGDP01291	female	
HGDP01384	female	
HGDP01296	male	
HGDP01396	male	
HGDP01328	male	
HGDP01404	male	
HGDP01330	male	
HGDP01310	male	
HGDP01342	male	
HGDP01322	male	
HGDP01366	female	
HGDP01327	male	
HGDP01373	female	
HGDP01257	male	
HGDP01378	male	
HGDP01264	male	
HGDP01417	male	
HGDP01372	male	
HGDP01188	female	
HGDP01377	male	
Kusunda02	male	
HGDP01411	male	
HGDP01203	male	
HGDP01416	male	
Sir19	male	
HGDP00090	male	
Igor20	female	
HGDP00569	female	
HGDP00058	male	
HGDP01012	male	
Ale32	male	
NA15761	female	
DNK07	male	
YemeniteJew5433	male	
HGDP00457	male	
HGDP01199	male	
HGDP01044	female	
HGDP01315	female	
HGDP01335	female	
CHI-007	male	
HGDP01032	male	
HGDP00449	male	
I1	male	
HGDP00019	male	
HGDP00027	male	
Igor21	male	
mg31	male	
Utsa22	male	
Utsa21	female	
HGDP00533	male	
HGDP01018	female	
HGDP00526	female	
HGDP01246	male	
HGDP01168	female	
Mansi41	female	
HGDP00552	female	
HGDP00798	male	
HGDP00956	female	
NorthOssetia12	male	
HGDP01240	male	
HGDP00616	male	
mixe0042	female	
M4	male	
HGDP00216	male	
HGDP00286	female	
NA15728	male	
HGDP01323	female	
K4	male	
Ale20	female	
Bu16	male	
Ayodo_502C	female	
HGDP00987	male	
Nesk_22	female	
HGDP00932	male	
HGDP01253	male	
armenia293	male	
HGDP00476	female	
HGDP01098	female	
HGDP01215	female	
HGDP00160	male	
Kayseri24424	female	
Bishkek28440	male	
Sir40	female	
HGDP01163	male	
Tuba9	female	
HGDP00951	male	
Y8	male	
HGDP01036	male	
HGDP00717	male	
HGDP01365	female	
Dus16	female	
Sam02	male	
tdj430_shugnan	male	
HGDP01079	male	
SAH31	male	
NOR111	female	
B11	male	
NA12236	female	EUR
YemeniteJew4695	female	
HGDP00785	male	
HGDP00855	female	
Kusunda15	male	
HGDP00660	female	
HGDP01308	male	
Dus22	female	
Est400	male	
HGDP00773	female	
R3	male	
NA13607	male	
HGDP00982	male	
HG00106	female	EUR
HG00113	male	EUR
HG00118	female	EUR
HG00120	female	EUR
HG00098	male	EUR
HG00101	male	EUR
HG00339	female	EUR
HG00341	male	EUR
HG00346	female	EUR
HG00353	female	EUR
HG00358	male	EUR
HG00360	male	EUR
HG00365	female	EUR
HG00372	male	EUR
HG00377	female	EUR
HG00384	female	EUR
HG00404	female	EAS
HG00409	male	EAS
HG00411	male	EAS
HG00423	female	EAS
HG00428	female	EAS
HG00442	male	EAS
HG00182	male	EUR
HG00187	male	EUR
HG00233	female	EUR
HG00238	female	EUR
HG00240	female	EUR
HG00269	female	EUR
HG00271	male	EUR
HG00276	female	EUR
HG00288	female	EUR
HG00290	male	EUR
HG00303	male	EUR
HG00144	female	EUR
HG00149	male	EUR
HG00151	male	EUR
HG00156	male	EUR
HG00308	male	EUR
HG00310	male	EUR
HG00315	female	EUR
HG00327	female	EUR
HG00334	female	EUR
HG00245	female	EUR
HG00252	male	EUR
HG00257	female	EUR
HG00264	male	EUR
HG00125	female	EUR
HG00132	female	EUR
HG00137	female	EUR
HG00480	male	EAS
HG00500	male	EAS
HG00512	male	EAS
HG00524	male	EAS
HG00531	female	EAS
HG00536	male	EAS
HG00543	female	EAS
HG00675	female	EAS
HG00694	male	EAS
HG00699	female	EAS
HG00702	female	EAS
HG00707	male	EAS
HG00733	female	AMR
HG00738	male	AMR
HG00740	female	AMR
HG00620	female	EAS
HG00625	male	EAS
HG00632	female	EAS
HG00637	male	AMR
HG00447	female	EAS
HG00459	male	EAS
HG00473	female	EAS
HG00478	male	EAS
HG00555	female	AMR
HG00567	male	EAS
HG00579	female	EAS
HG00581	female	EAS
HG00651	female	EAS
HG00656	male	EAS
HG00663	female	EAS
HG00593	female	EAS
HG00598	male	EAS
HG00613	male	EAS
HG00978	female	EAS
HG01192	male	AMR
HG01197	male	AMR
HG01200	male	AMR
HG01205	female	AMR
HG01243	male	AMR
HG00174	female	EUR
HG01248	female	AMR
HG00179	female	EUR
HG01250	male	AMR
HG00181	male	EUR
HG01274	male	AMR
HG00186	male	EUR
HG01279	female	AMR
HG00232	female	EUR
HG01281	female	AMR
HG00237	female	EUR
HG01286	male	AMR
HG00124	female	EUR
HG01301	female	AMR
HG00129	male	EUR
HG01104	male	AMR
HG00131	male	EUR
HG01109	male	AMR
HG00136	male	EUR
HG01111	female	AMR
HG00143	male	EUR
HG01123	female	AMR
HG00148	male	EUR
HG01130	male	AMR
HG00150	female	EUR
HG01135	male	AMR
HG00155	male	EUR
HG01142	male	AMR
HG00105	male	EUR
HG01161	male	AMR
HG00112	male	EUR
HG01046	female	EAS
HG00117	male	EUR
HG01053	female	AMR
HG00097	female	EUR
HG01058	female	AMR
HG00100	female	EUR
HG01060	male	AMR
HG01072	male	AMR
HG01077	female	AMR
HG01084	female	AMR
HG01089	female	AMR
HG01096	male	AMR
HG00554	female	AMR
HG01173	male	AMR
HG00559	male	EAS
HG01178	male	AMR
HG00561	female	EAS
HG01255	male	AMR
HG00566	female	EAS
HG01495	female	AMR
HG00578	female	EAS
HG01503	male	EUR
HG00580	male	EAS
HG01508	male	EUR
HG00369	male	EUR
HG01433	male	AMR
HG00371	male	EUR
HG01438	female	AMR
HG00376	female	EUR
HG01440	male	AMR
HG00383	female	EUR
HG01445	male	AMR
HG00403	male	EAS
HG01452	male	AMR
HG00408	female	EAS
HG01349	female	AMR
HG00453	female	EAS
HG01351	female	AMR
HG00458	female	EAS
HG01356	male	AMR
HG00465	male	EAS
HG01363	female	AMR
HG00472	male	EAS
HG01510	female	EUR
HG00477	male	EAS
HG01515	male	EUR
HG00410	female	EAS
HG01522	female	EUR
HG00422	female	EAS
HG01457	male	AMR
HG00427	male	EAS
HG01464	male	AMR
HG00446	female	EAS
HG01471	female	AMR
HG00244	male	EUR
HG01483	female	AMR
HG00249	female	EUR
HG01488	male	AMR
HG00251	male	EUR
HG01490	female	AMR
HG00256	male	EUR
HG01325	male	AMR
HG00263	female	EUR
HG01344	male	AMR
HG00530	male	EAS
HG01375	female	AMR
HG00535	male	EAS
HG01394	female	AMR
HG00542	male	EAS
HG01402	male	AMR
HG00268	female	EUR
HG01414	female	AMR
HG00270	female	EUR
HG01572	female	AMR
HG00275	female	EUR
HG01577	male	AMR
HG00282	female	EUR
HG01589	male	SAS
HG00302	female	EUR
HG01596	male	EAS
HG00338	male	EUR
HG01678	male	EUR
HG00345	male	EUR
HG01680	male	EUR
HG00357	female	EUR
HG01685	female	EUR
HG00364	female	EUR
HG01697	female	EUR
HG00319	female	EUR
HG01616	female	EUR
HG00321	male	EUR
HG01623	female	EUR
HG00326	female	EUR
HG01628	female	EUR
HG00718	male	EAS
HG01527	male	EUR
HG00732	female	AMR
HG01565	male	AMR
HG00737	female	AMR
HG01767	male	EUR
HG00693	female	EAS
HG01774	male	EUR
HG00698	male	EAS
HG01779	female	EUR
HG00701	male	EAS
HG01748	male	EUR
HG00706	male	EAS
HG01755	female	EUR
HG00585	female	EAS
HG01762	female	EUR
HG00592	male	EAS
HG01630	male	EUR
HG00597	female	EAS
HG01673	female	EUR
HG00600	female	EAS
HG01700	male	EUR
HG00612	female	EAS
HG01705	male	EUR
HG00650	male	EAS
HG01604	female	EUR
HG00655	female	EAS
HG01609	male	EUR
HG00662	male	EAS
HG01611	male	EUR
HG00674	male	EAS
HG01914	male	AFR
HG00624	male	EAS
HG01919	female	AMR
HG00629	female	EAS
HG01921	female	AMR
HG00631	male	EAS
HG01926	male	AMR
HG00636	male	EAS
HG01868	female	EAS
HG01083	female	AMR
HG01870	female	EAS
HG01088	male	AMR
HG01882	male	AFR
HG01090	male	AMR
HG01933	female	AMR
HG01095	female	AMR
HG01938	male	AMR
HG01064	female	AMR
HG01940	female	AMR
HG01069	male	AMR
HG01813	female	EAS
HG01071	female	AMR
HG01844	male	EAS
HG01052	female	AMR
HG01849	male	EAS
HG00864	female	EAS
HG01781	male	EUR
HG01103	female	AMR
HG01786	female	EUR
HG01108	female	AMR
HG01887	male	AFR
HG01110	male	AMR
HG01894	female	AFR
HG01122	female	AMR
HG01798	female	EAS
HG01367	female	AMR
HG01801	female	EAS
HG01374	male	AMR
HG01806	female	EAS
HG01379	female	AMR
HG01945	female	AMR
HG01393	female	AMR
HG01851	female	EAS
HG01191	female	AMR
HG01863	female	EAS
HG01204	male	AMR
HG02102	female	AMR
HG01242	female	AMR
HG02107	male	AFR
HG01247	male	AMR
HG02121	female	EAS
HG01254	female	AMR
HG02126	female	EAS
HG01259	male	AMR
HG02006	female	AMR
HG01261	male	AMR
HG02013	male	AFR
HG01273	male	AMR
HG02018	female	EAS
HG01348	female	AMR
HG02049	female	EAS
HG01350	male	AMR
HG02051	male	AFR
HG01355	female	AMR
HG02056	male	EAS
HG01362	male	AMR
HG02020	male	EAS
HG01172	male	AMR
HG02025	female	EAS
HG01177	female	AMR
HG02032	male	EAS
HG01184	female	AMR
HG01988	male	AFR
HG01189	male	AMR
HG01990	male	AFR
HG01278	female	AMR
HG01995	female	AMR
HG01280	male	AMR
HG02068	female	EAS
HG01305	male	AMR
HG02070	male	EAS
HG01134	female	AMR
HG02075	female	EAS
HG01139	male	AMR
HG01971	female	AMR
HG01141	female	AMR
HG01976	female	AMR
HG01312	female	AMR
HG01983	female	AMR
HG01324	female	AMR
HG02082	male	EAS
HG01343	female	AMR
HG02087	female	EAS
HG01571	male	AMR
HG01952	male	AMR
HG01583	male	SAS
HG01969	female	AMR
HG01590	female	SAS
HG02188	female	EAS
HG01595	female	EAS
HG02190	female	EAS
HG01494	male	AMR
HG02215	female	EUR
HG01499	male	AMR
HG02222	female	EUR
HG01502	male	EUR
HG02253	male	AMR
HG01507	female	EUR
HG02258	male	AFR
HG01514	female	EUR
HG02260	female	AMR
HG01519	female	EUR
HG02265	male	AMR
HG01521	male	EUR
HG02272	female	AMR
HG01526	male	EUR
HG02277	male	AMR
HG01432	female	AMR
HG02284	male	AFR
HG01437	male	AMR
HG02309	female	AFR
HG01444	female	AMR
HG02316	male	AFR
HG01456	female	AMR
HG02323	male	AFR
HG01463	female	AMR
HG02330	male	AFR
HG01468	female	AMR
HG02133	female	EAS
HG01603	male	EUR
HG02138	male	EAS
HG01608	male	EUR
HG02140	female	EAS
HG01610	male	EUR
HG02145	male	AFR
HG01398	male	AMR
HG02152	female	EAS
HG01413	male	AMR
HG02291	male	AMR
HG01538	female	EUR
HG02304	male	AMR
HG01552	male	AMR
HG02234	male	EUR
HG01482	male	AMR
HG02239	female	EUR
HG01487	female	AMR
HG02164	female	EAS
HG01780	male	EUR
HG02169	female	EAS
HG01785	male	EUR
HG02176	female	EAS
HG01797	female	EAS
HG02513	female	EAS
HG01817	female	EAS
HG02525	female	EAS
HG01843	female	EAS
HG02537	female	AFR
HG01848	female	EAS
HG02462	female	AFR
HG01850	female	EAS
HG02479	female	AFR
HG01766	female	EUR
HG02481	male	AFR
HG01773	female	EUR
HG02549	female	AFR
HG01778	male	EUR
HG02563	male	AFR
HG01711	female	EUR
HG02568	female	AFR
HG01747	male	EUR
HG02429	male	AFR
HG01761	male	EUR
HG02436	male	AFR
HG01677	female	EUR
HG02450	female	AFR
HG01684	female	EUR
HG02455	male	AFR
HG01696	male	EUR
HG02486	male	AFR
HG01615	male	EUR
HG02493	male	SAS
HG01622	female	EUR
HG02501	male	AFR
HG01627	male	EUR
HG02373	male	EAS
HG01704	female	EUR
HG02380	male	EAS
HG01709	male	EUR
HG02385	male	EAS
HG01800	female	EAS
HG02392	male	EAS
HG01805	female	EAS
HG02397	male	EAS
HG01812	female	EAS
HG02405	male	EAS
HG01672	male	EUR
HG02347	male	AMR
HG01867	male	EAS
HG02703	female	AFR
HG01874	female	EAS
HG02715	male	AFR
HG01879	male	AFR
HG02722	female	AFR
HG01881	female	AFR
HG02727	male	SAS
HG01886	female	AFR
HG02734	female	SAS
HG01893	female	AMR
HG02758	female	AFR
HG01898	female	AMR
HG02760	female	AFR
HG01944	male	AMR
HG02570	male	AFR
HG01949	female	AMR
HG02575	male	AFR
HG01951	female	AMR
HG02582	male	AFR
HG01918	female	AMR
HG02587	female	AFR
HG01920	male	AMR
HG02594	male	AFR
HG01925	female	AMR
HG02599	male	SAS
HG01970	male	AMR
HG02602	male	SAS
HG01975	female	AMR
HG02676	female	AFR
HG01982	male	AMR
HG02683	female	SAS
HG01956	female	AFR
HG02688	female	SAS
HG01968	female	AMR
HG02690	male	SAS
HG01932	male	AMR
HG02652	female	SAS
HG01937	male	AMR
HG02657	male	SAS
HG01855	female	EAS
HG02614	female	AFR
HG01862	female	EAS
HG02621	female	AFR
HG01987	male	AFR
HG02645	male	AFR
HG02106	female	AMR
HG02924	male	AFR
HG02113	female	EAS
HG02943	female	AFR
HG02120	male	EAS
HG02948	male	AFR
HG02048	female	EAS
HG02979	female	AFR
HG02050	male	EAS
HG02981	male	AFR
HG02055	male	AFR
HG03009	male	SAS
HG02024	female	EAS
HG03016	female	SAS
HG02029	male	EAS
HG02854	male	AFR
HG02031	female	EAS
HG02861	female	AFR
HG02079	male	EAS
HG02878	male	AFR
HG02081	female	EAS
HG02880	female	AFR
HG02086	female	EAS
HG02804	male	AFR
HG02012	female	AFR
HG02809	female	AFR
HG02017	male	EAS
HG02811	female	AFR
HG02144	female	AFR
HG02816	male	AFR
HG02151	female	EAS
HG03023	male	SAS
HG02156	female	EAS
HG03028	female	AFR
HG02168	female	EAS
HG03035	male	AFR
HG02170	female	EAS
HG02784	female	SAS
HG02182	female	EAS
HG02789	male	SAS
HG02067	male	EAS
HG02791	male	SAS
HG02074	male	EAS
HG02885	female	AFR
HG02132	male	EAS
HG02892	male	AFR
HG02137	male	EAS
HG02897	female	AFR
HG02334	male	AFR
HG02772	female	AFR
HG02339	female	AFR
HG02974	female	AFR
HG02353	male	EAS
HG03078	male	AFR
HG02187	female	EAS
HG03080	female	AFR
HG02219	male	EUR
HG03085	female	AFR
HG02221	male	EUR
HG03097	female	AFR
HG02271	male	AMR
HG03100	male	AFR
HG02276	female	AMR
HG03105	female	AFR
HG02283	male	AFR
HG03112	male	AFR
HG02358	male	EAS
HG03059	male	AFR
HG02360	male	EAS
HG03061	female	AFR
HG02372	male	EAS
HG03066	male	AFR
HG02377	male	EAS
HG03073	female	AFR
HG02233	male	EUR
HG03117	female	AFR
HG02238	male	EUR
HG03124	male	AFR
HG02240	female	EUR
HG03129	female	AFR
HG02384	male	EAS
HG03047	female	AFR
HG02389	male	EAS
HG03054	male	AFR
HG02391	male	EAS
HG03225	male	AFR
HG02396	male	EAS
HG03237	male	SAS
HG02308	female	AFR
HG03193	male	AFR
HG02315	female	AFR
HG03198	female	AFR
HG02322	female	AFR
HG03131	male	AFR
HG02252	female	AMR
HG03136	male	AFR
HG02257	female	AFR
HG03162	female	AFR
HG02288	male	AMR
HG03167	male	AFR
HG02303	female	AMR
HG03249	male	AFR
HG02466	male	AFR
HG03251	female	AFR
HG02478	male	AFR
HG03268	male	AFR
HG02480	female	AFR
HG03270	female	AFR
HG02485	female	AFR
HG03371	male	AFR
HG02574	female	AFR
HG03376	male	AFR
HG02586	female	AFR
HG03383	female	AFR
HG02492	male	SAS
HG03388	male	AFR
HG02497	female	AFR
HG03453	female	AFR
HG02505	female	AFR
HG03458	female	AFR
HG02512	male	EAS
HG03460	male	AFR
HG02524	male	EAS
HG03465	male	AFR
HG02536	male	AFR
HG03472	male	AFR
HG02428	male	AFR
HG03477	male	AFR
HG02442	male	AFR
HG03484	male	AFR
HG02461	male	AFR
HG03294	female	AFR
HG02555	female	AFR
HG03299	male	AFR
HG02562	female	AFR
HG03302	male	AFR
HG02567	male	AFR
HG03390	male	AFR
HG02613	male	AFR
HG03408	male	AFR
HG02620	male	AFR
HG03410	female	AFR
HG02625	male	AFR
HG03352	male	AFR
HG02601	female	SAS
HG03369	female	AFR
HG02409	male	EAS
HG03439	male	AFR
HG02783	male	SAS
HG03446	female	AFR
HG02788	female	SAS
HG03307	male	AFR
HG02790	female	SAS
HG03314	male	AFR
HG02687	male	SAS
HG03667	male	SAS
HG02694	female	SAS
HG03679	male	SAS
HG02699	male	SAS
HG03681	male	SAS
HG02702	male	AFR
HG03686	male	SAS
HG02764	male	AFR
HG03489	male	SAS
HG02769	female	AFR
HG03491	female	SAS
HG02771	male	AFR
HG03511	female	AFR
HG02776	female	SAS
HG03516	female	AFR
HG02733	male	SAS
HG03624	male	SAS
HG02738	male	SAS
HG03629	male	SAS
HG02757	female	AFR
HG03631	female	SAS
HG02668	male	AFR
HG03636	male	SAS
HG02675	male	AFR
HG03693	male	SAS
HG02682	female	SAS
HG03698	female	SAS
HG02721	male	AFR
HG03701	male	SAS
HG02726	female	SAS
HG03559	male	AFR
HG02808	female	AFR
HG03566	female	AFR
HG02810	male	AFR
HG03578	female	AFR
HG02815	male	AFR
HG03600	male	SAS
HG02644	male	AFR
HG03605	female	SAS
HG02649	female	SAS
HG03617	female	SAS
HG02651	male	SAS
HG03643	female	SAS
HG02656	male	SAS
HG03650	female	SAS
HG03022	female	SAS
HG03585	male	SAS
HG03027	male	AFR
HG03547	male	AFR
HG03034	female	AFR
HG03826	female	SAS
HG03039	male	AFR
HG03833	male	SAS
HG02884	male	AFR
HG03838	female	SAS
HG02889	female	AFR
HG03840	male	SAS
HG02891	female	AFR
HG03718	male	SAS
HG02896	female	AFR
HG03720	male	SAS
HG03058	female	AFR
HG03725	male	SAS
HG03060	male	AFR
HG03732	male	SAS
HG03065	male	AFR
HG03807	female	SAS
HG03072	male	AFR
HG03814	female	SAS
HG02980	male	AFR
HG03821	male	SAS
HG03008	male	SAS
HG03775	male	SAS
HG03015	male	SAS
HG03782	female	SAS
HG03041	female	AFR
HG03787	female	SAS
HG03046	female	AFR
HG03794	male	SAS
HG03053	female	AFR
HG03799	female	SAS
HG02954	male	AFR
HG03802	female	SAS
HG02966	male	AFR
HG03706	female	SAS
HG02973	male	AFR
HG03713	male	SAS
HG02978	female	AFR
HG03763	male	SAS
HG02923	male	AFR
HG03770	female	SAS
HG02942	male	AFR
HG03744	male	SAS
HG02947	male	AFR
HG03756	female	SAS
HG02853	male	AFR
HG03845	male	SAS
HG02860	male	AFR
HG03857	female	SAS
